no,cluster,outcome_measure,comparison,statistic_type,values_verbatim,n_info,location,quote,computable
1221,space-use,"CII, ACW, QT, RTF, RE","perceived affective quality (eventful, calm, chaotic, monotonous)",none,significance levels only in text (Eventful p < 0.001 for all except QT p < 0.01; Calm p < 0.001 with ACW and QT p < 0.05; Chaotic negative p < 0.001); coefficients only in Fig. 7; regression R2 < 0.15,N = 315,Sec 3.2 / Fig. 7,"Eventful demonstrated the most prominent associations, showing highly significant positive correlations with all economic behavior indicators",NO
1221,space-use,"Five economic behaviour outcomes (CII, ACW, QT, RTF, RE)",CATREG SHE model overall fit and key soundscape predictors,regression,"model R2: CII 0.663, ACW 0.532, RTF 0.510, RE 0.449, QT 0.334; SSP beta CII 0.166***, ACW -0.164***, QT -0.159***, RTF 0.318***; CFD beta 0.457-0.730",N = 315,Table 4 / Sec 3.5,"the CII model showed the highest explained variance (R2 = 0.663), followed by ACW (R2 = 0.532)",YES
1221,movement,SECONDARY CITATION (not this study data): walking speed in a public square,"background music vs no music, cited from ref [17] Meng et al.",means_sd,walking speed decreased by an average of 0.296 m/s; 8.3 % of individuals continued walking without background music,not reported in this paper,"Sec 1 (Introduction), citing [17]","when background music was introduced, walking speed decreased by an average of 0.296 m/s",NO
1221,staying,SECONDARY CITATION (not this study data): dwell time in a shopping street,"classical music vs no music, cited from ref [18] Aletta et al.",means_sd,320.57 s with classical music vs 132.18 s in no-music conditions,not reported in this paper,"Sec 1 (Introduction), citing [18]",the average dwell time of individuals in a shopping street was significantly longer when classical music was played,NO
1242,reverse-acoustic,"Perceived soundscape restorativeness (PRSS): Fascination, Being-away-to, Being-away-from, Compatibility",Visit duration 30-60 min vs 1-3 h (behaviour as predictor of soundscape restorativeness),means_sd,3.40 ± 0.40 vs. 3.98 ± 0.35,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2 (post hoc of Table 4/Table 5),significant differences emerged between visits lasting 30 ~ 60 min and those lasting 1 ~ 3 h,NO
1242,reverse-acoustic,PRSS Fascination; PRSS Compatibility,"Visit duration (curve estimation, linear trend)",regression,"YFascination = 0.151XDuration + 3.582, p = 0.006; YCompatibility = 0.118XDuration + 3.112, p = 0.035",N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2 (curve estimation),"Regarding visit duration, a positive linear relationship was observed for Fascination and Compatibility",NO
1242,reverse-acoustic,"PRSS Compatibility, Coherence, Scope","Physical activity intensity (curve estimation, linear trend)",regression,"YCompatibility = −0.108XActivity + 3.827, p = 0.003; YCoherence = −0.103XActivity + 3.921, p = 0.012; YScope = −0.166XActivity + 3.484, p = 0.016",N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2 (curve estimation),negative linear relationships were identified between activity intensity and restoration scores,NO
1242,reverse-acoustic,PRSS Coherence,"Visit frequency (curve estimation, linear trend)",regression,"YCoherence = 0.113XFrequency + 3.272, p = 0.043",N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2 (curve estimation),a positive linear relationship was found between visit frequency and coherence,NO
1242,reverse-acoustic,"PRSS Fascination, Compatibility, Coherence",Low-intensity vs relatively high-intensity activity,means_sd,3.95 ± 0.36 vs. 3.52 ± 0.39,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2,"restoration scores for Fascination, Compatibility, and Coherence were significantly higher in low-intensity activities",NO
1242,reverse-acoustic,PRSS Being-away-to,Low-intensity vs relatively low-intensity activity,means_sd,3.93 ± 0.30 vs. 3.07 ± 0.47,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2,"for Being-away-to, significantly higher scores were found in low-intensity compared with relatively low-intensity activities",NO
1242,reverse-acoustic,"PRSS Fascination, Compatibility, Coherence, Scope",Visit frequency almost every week vs less frequent (monthly to first time),means_sd,2.85 ± 0.25 vs. 3.60 ± 0.48,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2,Individuals who visited nearly every week reported significantly lower scores compared with those who visited every month or so,NO
1242,reverse-acoustic,"PRSS Being-away-from, Compatibility, Coherence",Visit purpose fitness activities vs mental relaxation/sightseeing/social gathering,means_sd,3.45 ± 0.37 vs. 3.81 ± 0.40,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.2,participants who engaged in fitness-related activities reported significantly lower scores than those whose motivations were related to mental relaxation,NO
1242,reverse-acoustic,PRSS components (CATREG standardized coefficients),"Behavioural predictors: visit duration, activity intensity, visit frequency",regression,"Duration→Fascination Beta = 0.313, Std.error 0.110, DF 2, F = 8.144, Sig. 0.000, Importance 0.316; Duration→Being-away-to Beta = 0.345, 0.091, F = 14.303, Sig. 0.000; Activity intensity→Compatibility Beta = −0.282, 0.070, F = 16.242, Sig. 0.000; Frequency→Scope Beta = 0.215, 0.112, F = 3.672, Sig. 0.013",N=201 valid of 230 distributed questionnaires; per-group n NR,Table 7 (CATREG combined model),"visit duration and activity intensity were the strongest predictors of Fascination, Being-away-to, Being-away-from, and Compatibility",YES
1242,other,PRSS overall score by first dominant sound,Traffic noise vs natural sounds (sea waves or wind),means_sd,3.38 ± 0.38 vs. 4.17 ± 0.32,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.3 (post hoc of Fig. 6),the restoration scores for traffic noise were significantly lower than those for natural sounds when sea waves or wind dominated,NO
1242,other,PRSS Fascination,Traffic noise vs anthropogenic sounds (human speech and music),means_sd,3.55 ± 0.57 vs. 4.16 ± 0.31,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.3,were also lower than those for anthropogenic sounds such as human speech and music for Fascination,NO
1242,other,PRSS Compatibility,Human/music sounds vs wind; sea waves and wind vs seagulls,means_sd,3.50 ± 0.34 vs. 4.33 ± 0.24; 3.97 ± 0.30 vs. 3.32 ± 0.38,N=201 valid of 230 distributed questionnaires; per-group n NR,Section 3.3,human-related and music sounds resulted in significantly lower scores than wind-dominated soundscapes for Compatibility,NO
1242,other,Measured ambient sound level of survey zones (exposure context),Zone A memorial / B recreational / C sidewalk / D playground,none,"LAeq 60.83, 61.78, 65.62, 69.14 dBA; LAmax 74.71, 74.09, 77.62, 80.89; exclusion threshold 73 dBA",N=201 valid of 230 distributed questionnaires; per-group n NR,Table 1,the average measured LAeq at the surveyed locations ranged from 60.83 to 69.14 dBA,NO
1258,social,"Frequency of one-to-one person behaviour (FOB), video observation",Acoustic evaluation (AE) in enclosed plazas (Spearman),correlation,rho = 0.753 * (VE 0.355; TE 0.355),554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 4,both AE and TE had a positive impact on FOB at the enclosed and semi-enclosed plazas,NO
1258,social,Frequency of one-to-one person behaviour (FOB),AE / TE / VE in semi-enclosed plazas (Spearman),correlation,AE rho = −0.388 (n.s.); TE rho = 0.597 *; VE rho = 0.121,554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 4,TE had a more significant positive impact on FOB in the semi-enclosed plazas than AE did,NO
1258,social,"Proportion of duration of multi-person behaviour (MPB, %)",AE in semi-enclosed plazas (Spearman),correlation,rho = −0.610 * (VE 0.308; TE −0.063),554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 4,"both VE and AE were negatively correlated with OPB and MPB, respectively (p < 0.05)",NO
1258,social,"Proportion of duration of one-to-one person behaviour (OPB, %)",VE / AE in semi-enclosed plazas (Spearman),correlation,VE rho = −0.574 *; AE rho = 0.014; TE rho = −0.159,554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 4,people preferred artificial sounds with high sound pressure levels to immerse themselves in interactive activities,NO
1258,social,"Frequency of one-to-one person behaviour (FOB), enclosed plazas",AE and TE as predictors (multiple linear regression),regression,"AE: Adj R2 = 0.696, β = 0.744, p = 0.005; TE: β = 0.568, p = 0.018",554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 5,"the impact of AE on FTB (AdjR2 = 0.696, β = 0.744, p < 0.01) was stronger than that of TE on FOB",NO
1258,social,"Frequency of one-to-one person behaviour (FOB), semi-enclosed plazas",TE as predictor (multiple linear regression),regression,"Adj R2 = 0.340, β = 0.575, p = 0.016",554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Table 5,"TE had a more significant positive impact on FOB (AdjR2 = 0.340, β = 0.575) in the semi-enclosed plazas",NO
1258,social,"Mean frequency of multi-person behaviour (FMB, times per person)",Open vs semi-enclosed vs enclosed plaza,means_sd,"open: 2.71 vs. enclosed: 0.67, semi-enclosed: 2.0; p > 0.05",554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Section 3.2.1 (Figure 7a),the FMB gradually increased and reached a maximum value in the open plazas,NO
1258,staying,"Proportion of duration of multi-person behaviour (MPB, %)",Semi-enclosed and open vs enclosed plaza,percent,"semi-enclosed: 39.1%, open: 39.6% vs. enclosed: 16.7%; p > 0.05",554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Section 3.2.1 (Figure 7b),the duration time of multi-person behaviour (MPB) was higher in the semi-enclosed and open plazas,NO
1258,other,Acoustic evaluation (AE) and thermal evaluation (TE) ratings (5-point),Enclosed / semi-enclosed / open plazas (Kruskal-Wallis),test_stat,AE of enclosed and open significantly higher than semi-enclosed (p < 0.05); TE of open significantly lower than enclosed and semi-enclosed (p < 0.05); VE no significant difference (p > 0.05); mean ratings all above 3; SPL of enclosed plazas highest,554 valid of 587 questionnaires; n for behaviour-evaluation correlations/regressions NR,Section 3.1.2 (Figure 4),the AE of the enclosed and open plazas was significantly higher than that of the semi-enclosed plazas,NO
1272,movement,Response position (m; cyclist-vehicle distance at first behavioural response),"Quiet residential vs noisy street ambient noise (LMM, baseline = noisy)",regression,"β = −8.098 (SE 1.580), * p < 0.05","40 participants (33M/7F, M=25.54, SD=4.17); 1440 observations; 18 within-subject scenarios",Table 5 and Section 3.2.2,cyclists responded significantly earlier in quiet environments compared to noisy ones (β = −8.098),YES
1272,movement,Response completion position (m),Quiet vs noisy ambient noise (LMM),regression,"β = −4.190 (SE 0.901), p < .001","40 participants (33M/7F, M=25.54, SD=4.17); 1440 observations; 18 within-subject scenarios",Table 5 and Section 3.2.3,cyclists completed their responses earlier in quiet environments than in noisy environments,YES
1272,movement,Maximum deceleration (m/s2),Quiet vs noisy ambient noise (LMM),regression,"β = −3.484 (SE 0.877), p < .001","40 participants (33M/7F, M=25.54, SD=4.17); 1440 observations; 18 within-subject scenarios",Table 5 and Section 3.2.4,"multiple predictors significantly reduced maximum deceleration, including quiet environment (β = −3.484, p < .001)",YES
1272,other,"Roadside attention (mean yaw angle, degrees)",Quiet vs noisy ambient noise (LMM),regression,"0.083 (SE 0.656), n.s.","40 participants (33M/7F, M=25.54, SD=4.17); 1440 observations; 18 within-subject scenarios",Table 5,cyclists' roadside attention was generally robust across different environmental noise levels,YES
1272,movement,Response position (m),AEV with visual eHMI + additional auditory alert vs AEV with visual eHMI only (LMM),regression,"β = −11.346 (SE 1.580), * p < 0.05","40 participants (33M/7F, M=25.54, SD=4.17); 1440 observations; 18 within-subject scenarios",Table 5 and Section 3.2.2,AEVs with visual eHMI and additional auditory alert was associated with significantly earlier responses than the baseline,YES
