tier,route,freq,doi,year,journal,cited_by,title
T4-low,forward,1,10.1007/s12061-025-09690-2,2025,Applied Spatial Analysis and Policy,3,Towards Realistic Assignments Between Residents and Urban Public Green Spaces by Considering the Recreational Quality
T4-low,forward,1,10.1016/j.jenvp.2025.102760,2025,Journal of Environmental Psychology,3,In the ear of the beholder: Restorative potential of different audio-visual characteristics of recreational spaces tested in 360° VR
T4-low,forward,1,10.1007/s44282-025-00259-5,2025,Discover Global Society,3,"Unmasking open market informality: merchandise and market interactions at Mtapa Open Market in Gweru, Zimbabwe"
T4-low,forward,1,10.1038/s41370-025-00816-9,2025,Journal of Exposure Science & Environmental Epidemiology,3,"Effects of noise on health-related quality of life: The roles of outdoor noise, indoor noise, and noise sensitivity"
T4-low,forward,1,10.3390/urbansci9110458,2025,Urban Science,3,Proximity and Active Accessibility to Urban Green Spaces in Porto Through the Lens of the 15-Minute City
T4-low,forward,1,10.3390/su172310571,2025,Sustainability,3,"Subjective Well-Being, Active Travel, and Socioeconomic Segregation"
T4-low,forward,1,10.3390/bs15121618,2025,Behavioral Sciences,3,Therapist-Guided Versus Self-Guided Forest Immersion: Comparative Efficacy on Short-Term Mental Health and Economic Value
T4-low,forward,1,10.1016/j.cities.2025.106768,2025,Cities,3,Pleasant walking environments enhance emotional experiences and reduce brain activation - an application of fNIRS in urban studies
T4-low,forward,1,10.1016/j.apgeog.2026.103908,2026,Applied Geography,3,Quantifying global-scale mechanisms of urban morphological change: A novel Structural Equation Model based on the Pressure-State-Response framework
T4-low,forward,1,10.1080/11745398.2026.2651325,2026,Annals of Leisure Research,3,Online delight and digitally mediated leisure experience: evidence from festival media
T4-low,forward,1,10.3390/land13060852,2024,Land,3,Unveiling the Trajectories and Trends in Women-Inclusive City Related Studies: Insights from a Bibliometric Exploration
T4-low,forward,1,10.1007/s42413-024-00219-y,2024,International Journal of Community Well-Being,3,Analysis of the Relationship Between Residential Environment and Multifaceted Well-Being
T4-low,forward,1,10.3390/f15081314,2024,Forests,3,Influence of Perceived Sensory Dimensions on Cultural Ecosystem Benefits of National Forest Parks Based on Public Participation: The Case of Fuzhou National Forest Park
T4-low,forward,1,10.1080/1743873x.2024.2426465,2024,Journal of Heritage Tourism,3,The exploration of sensory and multisensory experiences of Hobart’s Salamanca Market and their potential as intangible heritage
T4-low,forward,1,10.1186/s12889-024-20634-2,2024,BMC Public Health,3,Investigating heart rate responses of children to active travel: a mixed effects modeling analysis
T4-low,forward,1,10.3390/f15122225,2024,Forests,3,The Role of Ecological Space Structure Optimization in Synergetic Sustainable Development: Evidence from the Guangdong–Hong Kong–Macao Greater Bay Area
T4-low,forward,1,10.1080/13683500.2025.2481495,2025,Current Issues in Tourism,3,The magic of audio-visual integration in simulated crowding images of culture-oriented tourism destinations: an eye-tracking analysis on tourists’ visual attention and behavioural intentions
T4-low,forward,1,10.1007/s40857-025-00353-3,2025,Acoustics Australia,3,Assessment of Urban Quiet Areas in the Context of Nature-Based Solutions: Istanbul Historical Peninsula Example
T4-low,forward,1,10.3390/app15158167,2025,Applied Sciences,3,Designing Sustainable and Acoustically Optimized Dental Spaces: A Comprehensive Review of Soundscapes in Dental Office Environments
T4-low,forward,1,10.1016/j.trip.2025.101559,2025,Transportation Research Interdisciplinary Perspectives,3,The growing dominance of cars in suburban areas
T4-low,forward,1,10.53472/jenas.1061763,2022,JENAS Journal of Environmental and Natural Studies,3,Evaluation of Satisfaction Level Regarding Urban Parks: The Case of Eskisehir Millet Bahcesi
T4-low,forward,1,10.53272/icrrd.v3i3.3,2022,ICRRD Quality Index Research Journal,3,Vertical Greenery Systems: a comprehensive review
T4-low,forward,1,10.1080/17458927.2022.2139134,2022,The Senses and Society,3,Exploring sonic experiences in church spaces: a psycholinguistic analysis
T4-low,forward,1,10.1177/21582440221147145,2023,SAGE Open,3,A Descriptive Survey of Atmospheric Music Broadcasting in Hot Spring Hotels and Its Further Marketing Strategy
T4-low,forward,1,10.3389/fpsyg.2023.1106741,2023,Frontiers in Psychology,3,Dining comfort in elderly care facility dining rooms and influencing factors before and after the outbreak of the COVID-19 pandemic
T4-low,forward,1,10.1515/opar-2022-0329,2023,Open Archaeology,3,Employing Psychoacoustics in Sensory Archaeology: Developments at the Ancient Sanctuary of Zeus on Mount Lykaion
T4-low,forward,1,10.9734/jenrr/2024/v16i2332,2024,Journal of Energy Research and Reviews,3,Impact Analysis of Noise Pollution on Human-Health: A Case Study of Southern Region of Nigeria
T4-low,forward,1,10.3390/environments11040069,2024,Environments,3,"Acoustic Characterization of Potential Quiet Areas in Dortmund, Germany"
T4-low,forward,1,10.1080/23748834.2024.2381960,2024,Cities & Health,3,"Associations of residential greenness with behavioural, physical, and mental health: a Hong Kong study during the fifth wave of COVID-19 pandemic"
T4-low,forward,1,10.3390/su16198299,2024,Sustainability,3,Identification and Evaluation of Representative Places in Cities Using Multisource Data: Focusing on Human Perception
T4-low,forward,1,10.3390/app142411627,2024,Applied Sciences,3,Measurements and Analysis of Sound Reflections from Selected Building Façades
T4-low,forward,1,10.1007/s11067-025-09664-4,2025,Networks and Spatial Economics,3,"Urban Suitability for Active Transportation: A Case Study from Coimbra, Portugal"
T4-low,forward,1,10.1016/j.jort.2025.100867,2025,Journal of Outdoor Recreation and Tourism,3,Linking protected areas with health and well-being: Reconstructing the recreational amenity experience model in the Chinese context
T4-low,forward,1,10.1007/s11205-025-03589-8,2025,Social Indicators Research,3,From Flush to Fulfillment: Unveiling the Influence of Upgraded Sanitation on Subjective Well-Being
T4-low,forward,1,10.3846/mla.2014.006,2014,Mokslas - Lietuvos ateitis,3,The Interface of Human Resources and the Value of Human Capital in Education Institutions
T4-low,forward,1,10.21776/ub.ruas.2019.017.02.1,2019,Review of Urbanism and Architectural Studies,3,Tipologi Taman-Taman Kota berdasarkan Sense of Place Pengunjung
T4-low,forward,1,10.3390/su12062514,2020,Sustainability,3,Regional Differences and Influential Factors of Open Public Space in Chinese Cities Based on Big Earth Data
T4-low,forward,1,10.1080/24721735.2022.2145418,2022,International Journal of Spa and Wellness,3,Roles and impacts of the forest therapy guide: recommendations from practice
T4-low,forward,1,10.1007/s11629-022-7391-9,2022,Journal of Mountain Science,3,"Effects of stand types on recreational preferences of society in the Sub-Alpine Zone, northern Turkey"
T4-low,forward,1,10.3390/ijerph20021396,2023,International Journal of Environmental Research and Public Health,3,Neighborhood Environment and Affective Walking Experience: Cluster Analysis Results of a Virtual-Environment-Based Conjoint Experiment
T4-low,forward,1,10.1016/j.measurement.2023.112856,2023,Measurement,3,Development and validation of a portable test stand for sound measurement near the building façade
T4-low,forward,1,10.56940/sc.v3.i1.1,2023,Smart City,3,"How Do Pedestrians Perceive The Safety, Comfort, And Usefulness Of A Walking Space? An Exploratory Study of Pedestrian Perception"
T4-low,forward,1,10.11628/ksppe.2023.26.2.169,2023,"Journal of people, plants, and environment",3,The influence of Self-Guided and Guided Forest Therapy Program on Students’ Psychological Benefits
T4-low,forward,1,10.1007/s40726-024-00304-y,2024,Current Pollution Reports,3,The Effect of the COVID-19 Pandemic on Heritage Festival Soundscapes—A Critical Review of Literature
T4-low,forward,1,10.3390/ijerph19031383,2022,International Journal of Environmental Research and Public Health,3,Nighttime Walking with Music: Does Music Mediate the Influence of Personal Distress on Perceived Safety?
T4-low,forward,1,10.1121/10.0014347,2022,The Journal of the Acoustical Society of America,3,Prediction model of crowd noise in large waiting halls
T4-low,forward,1,10.5897/ajar10.961,2013,African Journal of Agricultural Research,3,Residents and urban green spaces: A case study in Rasht (North of Iran)
T4-low,forward,1,10.15320/iconarp.2022.193,2022,Iconarp International J of Architecture and Planning,3,Effects of Visual Environment on Students Adjustment to Stress
T4-low,forward,1,10.3390/buildings15091552,2025,Buildings,3,Research on Park Perception and Understanding Methods Based on Multimodal Text–Image Data and Bidirectional Attention Mechanism
T4-low,forward,1,10.3389/fpsyg.2025.1432180,2025,Frontiers in Psychology,3,Psychophysiological research in real-world environments: methodological perspectives from the SLU Multisensory Outdoor Laboratory
T4-low,forward,1,10.1016/j.apgeog.2025.103722,2025,Applied Geography,3,Mapping spatio-temporal patterns of soundscapes in a mountain landscape
T4-low,forward,1,10.3389/fpsyg.2025.1596154,2025,Frontiers in Psychology,3,Measuring restoration quality in urban forest greenways: insights for planning and management
T4-low,forward,1,10.1016/j.wss.2025.100326,2025,Wellbeing Space and Society,3,Run with feeling: A qualitative content analysis of runner sentiment in Metro Vancouver
T4-low,forward,1,10.3390/su162310507,2024,Sustainability,3,Designing Care Spaces in Urban Areas
T4-low,forward,1,10.3390/urbansci9050175,2025,Urban Science,3,Study of the Functions of Urban Parks: A Case Study of Novi Sad (Serbia)
T4-low,forward,1,10.1016/j.ufug.2025.128920,2025,Urban forestry & urban greening,3,Could there be negative sentiments toward urban parks? An analysis of internal and external factors
T4-low,forward,1,10.1016/j.eiar.2025.108062,2025,Environmental Impact Assessment Review,3,Balancing act: How community measures shape environmental risk perceptions and preventive behaviours during the COVID-19 pandemic
T4-low,forward,1,10.3828/tpr.2023.37,2024,Town Planning Review,3,Ageing and the sensory city
T4-low,forward,1,10.2196/58761,2024,JMIR Public Health and Surveillance,3,"Moderation Effects of Streetscape Perceptions on the Associations Between Accessibility, Land Use Mix, and Bike-Sharing Use: Cross-Sectional Study"
T4-low,forward,1,10.3390/agriculture15131414,2025,Agriculture,3,Impacts of Green Perception Benefits and Environmental Regulation Intensity on Farmers’ Agricultural Green Production Willingness: A New Perspective of Technology Acquisition
T4-low,forward,1,10.3390/ijgi15040179,2026,ISPRS International Journal of Geo-Information,3,"Same Streets, Different Contexts: Personality-Based Differences in Cycling Willingness Revealed from Objective and Subjective Perspectives"
T4-low,forward,1,10.1080/02508281.2025.2495657,2025,Tourism Recreation Research,3,Tourism environment and activity: Which matters more in restoration?
T4-low,forward,1,10.3390/ohbm4010004,2023,Journal of Otorhinolaryngology Hearing and Balance Medicine,3,Acoustic Quality of the External Environment: Indications on Questionnaire Structure for Investigating Subjective Perception
T4-low,forward,1,10.1007/s11356-024-32009-6,2024,Environmental Science and Pollution Research,3,The microclimate impact of treetop walk based on plant community simulation
T4-low,forward,1,10.1080/13683500.2025.2544807,2025,Current Issues in Tourism,2,The impact of audio–visual landscape perception in tourism-oriented traditional Yao villages on the tourism experience
